AYPR01000038.52.1523,GU305803.1.1484,FJ484550.1.1355,EU801039.1.1483,HM856413.1.1459,HM346776.1.1224,KF596564.1.1479,DQ316371.1.1498,GU305765.1.1485,FN668354.1.1476,AY466490.1.1213,FJ827858.1.1495,GQ390228.1.1437,GQ390219.1.1456,FR823005.1.1439,JF715448.1.1336,HQ178716.1.1411,HE998782.1.1417,GU305853.1.1450,JN869113.1.1505,GQ130121.1.1426,KC620753.1.1476,EU801876.1.1485,HE574374.1.1795,AJ536838.1.1378,HM263347.1.1344,FJ612159.1.1423,JN232894.1.1452,U85190.1.1261,HM856568.1.1440,FN668259.1.1474,HQ111526.1.1402,GU134623.1.1403,AB661551.1.1458,FQ658932.1.1312,GU305742.1.1480,HM326201.1.1345,EF520595.1.1473,EU800831.1.1486,EU800121.1.1312,DQ521525.1.1438,EF520410.1.1418,KP866212.1.1451,EU234319.1.1490,FR772057.1.1466,GU295969.1.1408,FN668271.1.1326,GQ099813.1.1347,GU305850.1.1452,JX304649.1.1325,EU801647.1.1478,GU127276.1.1220,AF361205.1.1491,JX521426.1.1486,FJ820388.1.1423,JF733429.1.1501,HM856394.1.1444,HK555864.1.1483,HQ856435.1.1447,JF697432.1.1492,FN668214.1.1474,AY921960.1.1345,EU703338.1.1342,GQ402766.1.1408,HM129636.1.1445,HK556560.1.1527,FQ658568.1.1343,GU305760.1.1474,JX114362.1.1470,HM638233.1.1390,GQ870455.1.1457,JX521044.1.1482,FN668262.1.1467,JN869032.1.1484,FJ947138.1.1499,HE583160.1.1379,JF697392.1.1466,GQ500892.1.1448,HM856482.1.1436,FN668098.1.1488,HM128425.1.1438,AM230494.1.1503,EF520552.1.1465,FN668308.1.1471,KF441562.1.1494,FN421512.1.1361,FM204983.1.1452,FJ946569.1.1290,FJ820482.1.1477,JN869123.1.1501,JQ905994.1.1345,KF064814.1.1344,GU305706.1.1485,HM128717.1.1432,HQ532656.1.1513,GQ500814.1.1436,HQ219919.1.1407,AF418961.1.1506,EU117811.1.1506,HM128417.1.1455,FN668139.1.1473,AY752128.1.1414,DQ316384.1.1482,KM035956.1.1424,KX163603.1.1375,JN866584.1.1771,GU120578.1.1440,HM127377.1.1441,GU472712.1.1450,JN656723.1.1490,HG423553.1.1283,AY168735.1.1306,HE574392.1.1305,GU293203.1.1475,FJ502260.1.1488,FN668038.1.1504,HM126781.1.1455,HM446104.1.1450,GU305721.1.1496,FQ659763.1.1283,FN668126.1.1484,KF827012.1.1400,JF139490.1.1343,GU293187.1.1498,GQ340074.1.1468,KU514515.1.1475,HQ178852.1.1434,JF501055.1.1349,EF471629.1.1438,CU918585.1.1306,GDHX01215817.4.1477,ANFY01000003.289752.291219,JN868831.1.1479,AB930558.1.1451,HM856480.1.1443,FJ382059.1.1209,KP745046.1.1444,FJ612200.1.1491,HM129427.1.1440,FN668181.1.1494,FN668106.1.1476,GQ396960.1.1456,EU703418.1.1485,JX222852.1.1443,GU127206.1.1228,JN626727.1.1334,FN668303.1.1462,HQ856333.1.1472,HM129375.1.1455,FJ820479.1.1477,AB753922.1.1459,GQ263306.1.1429,FJ950694.1.1472,HM856412.1.1437,FJ572664.1.1483,EU117671.1.1506,JN035169.1.1231,GQ263344.1.1456,AB806518.1.1446,EU703408.1.1480,AB690722.1.1296,FJ592644.1.1224,HM069053.1.1447,AUSH02000015.468.1961,AF529117.1.1420,AF493635.1.1300,HE589843.1.1459,GQ397014.1.1469,HM129561.1.1443,FN668191.1.1477,GQ389095.1.1445,FN824908.1.1282,HM129595.1.1447,FJ382196.1.1372,GQ144413.1.1379,EU937955.1.1474,HM129796.1.1447,KM105805.1.1457,HM128919.1.1456,HM129990.1.1435,FN668055.1.1412,JN868729.1.1508,GU305778.1.1502,JX223906.1.1390,JF265791.1.1314,FN668275.1.1286,HM128951.1.1451,HM128604.1.1442,AB753878.1.1447,HM346768.1.1219,HQ115551.1.1213,DQ316373.1.1526,AY752098.1.1391,GU305795.1.1496,FN668188.1.1485,JN626666.1.1336,FR772074.1.1464,AB154307.1.1434,FM201052.1.1344,JN868756.1.1531,AY752119.1.1395,FN668148.1.1473,KC189643.1.1486,FM200864.1.1352,JX406245.1.1480,HM185888.1.1371,KM051660.1.1454,HM129033.1.1447,FR774633.1.1303,FN668062.1.1473,HM856448.1.1440,AY948005.1.1440,HM129128.1.1449,AY447040.1.1494,FN794266.1.1442,New.ReferenceOTU8,New.ReferenceOTU2,New.ReferenceOTU325,New.ReferenceOTU324,New.ReferenceOTU429,New.ReferenceOTU425,New.ReferenceOTU427,New.ReferenceOTU420,New.ReferenceOTU378,New.ReferenceOTU370,New.ReferenceOTU371,New.ReferenceOTU373,New.ReferenceOTU144,New.ReferenceOTU178,New.ReferenceOTU179,New.ReferenceOTU416,New.ReferenceOTU44,New.ReferenceOTU194,New.ReferenceOTU295,New.ReferenceOTU294,New.ReferenceOTU334,New.ReferenceOTU381,New.ReferenceOTU386,New.ReferenceOTU34,New.ReferenceOTU245,New.ReferenceOTU247,New.ReferenceOTU457,New.ReferenceOTU456,New.ReferenceOTU459,New.ReferenceOTU106,New.ReferenceOTU349,New.ReferenceOTU72,New.ReferenceOTU74,New.ReferenceOTU118,New.ReferenceOTU113,New.ReferenceOTU281,New.ReferenceOTU230,New.ReferenceOTU97,New.ReferenceOTU494,New.ReferenceOTU155,New.ReferenceOTU158,New.ReferenceOTU408,New.ReferenceOTU462,New.ReferenceOTU353,New.ReferenceOTU357,New.ReferenceOTU63,New.ReferenceOTU60,New.ReferenceOTU12,New.ReferenceOTU17,New.ReferenceOTU226,New.ReferenceOTU227,New.ReferenceOTU84,New.ReferenceOTU483,New.ReferenceOTU313,New.ReferenceOTU310,New.ReferenceOTU364,New.ReferenceOTU183,New.ReferenceOTU52,New.ReferenceOTU58,New.ReferenceOTU460,New.ReferenceOTU212,New.ReferenceOTU211,New.ReferenceOTU210,New.CleanUp.ReferenceOTU2558,New.CleanUp.ReferenceOTU6011,New.CleanUp.ReferenceOTU7427,New.CleanUp.ReferenceOTU15686,New.CleanUp.ReferenceOTU47925,New.CleanUp.ReferenceOTU51707,New.CleanUp.ReferenceOTU60660,New.CleanUp.ReferenceOTU66231,New.CleanUp.ReferenceOTU66429,New.CleanUp.ReferenceOTU72144,New.CleanUp.ReferenceOTU75781,New.CleanUp.ReferenceOTU77685,New.CleanUp.ReferenceOTU102019,New.CleanUp.ReferenceOTU103146,New.CleanUp.ReferenceOTU107667,New.CleanUp.ReferenceOTU121430,New.CleanUp.ReferenceOTU123418,New.CleanUp.ReferenceOTU131884,New.CleanUp.ReferenceOTU137586,New.CleanUp.ReferenceOTU155956
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,24,0,6,0,1,0,0,0,0,2,0,1,3,0,0,1,0,0,0,0,5,41,0,0,1,0,0,0,0,0,1,0,11,0,7,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,31,1,1,0,29,0,4,9,0,1,0,0,0,0,1,0,4,22,0,5,1,0,0,4,0,3,19,0,0,0,3,0,0,1,0,1,0,0,0,0,2,1,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,41,1,0,3,0,0,1,1,0,0,2,0,0,4,1,0,0,0,0,0,0,1,68,8,0,41,5,0,0,1,0,5,0,0,0,0,0,16,2,0,0,1,0,0,13,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,301,2,0,0,66,0,6,0,6,0,0,705,1,4,3,0,0,0,0,1,26,475,0,0,1,8,137,82,20,16,0,30,9,1,0,1,2,0,4,2,4,0,0,3,26,0,0,4,0,16,24,7,33,20,4,9,0,0,0,0,0,0,0,0,1,2,0,1,1,2,2,0,8,1,0,2,10,7,0,0,0,3,0,0,0,0
6,3,0,1,1,9,2,6,4,1,0,0,2,75,0,0,2,29,6,0,3,2,1,10,2,17,1,6,1,10,2,2,1,8,14,6,0,0,11,7,3,1,0,0,1,1,1,0,2,10,16,0,3,0,0,1,3,0,3,6,0,1,4,2,16,0,21,83,0,2,0,0,0,1,0,2,4,0,1,0,4,0,0,0,6,6,3,1,0,10,11,0,14,13,0,3,0,1,2,15,18,1,8,1,5,2,5,11,27,2,2,23,19,146,15,1,2,0,42,6,72,0,7,12,58,0,1,17,2,0,3,10,1,4,3,0,2,20,0,35,13,0,4,0,4,4,1,0,0,2,7,1,4,2,1,23,3,0,0,1,2,12,14,8,34,0,5,3,4,23,4,10,2,0,3,0,1,0,10,3,13,0,20,4,9,0,7,9,1,2,1,7,3,8,4,0,0,2,5,1,0,32,2,6,0,0,0,7,61,0,2,0,17,1,49,1,4,0,0,4,0,9,1,6,1,4,4,0,0,0,4,1,0,30,0,6,0,1,2,0,0,1,0,3,0,1,1,1,10,1,0,1,4,0,4,0,2,0,2,0,0,0,1,1,6,0,0,1,26,1,0,0,1,1,4,0,4,2,2,0,8,4,0,1,0,0,6,0,2,1,0,1,3,0,0,0,5,0
4,2,0,2,0,4,3,4,1,1,0,0,1,6,2,0,1,48,6,0,0,3,2,7,2,30,0,15,1,4,6,2,0,5,10,8,0,0,10,3,4,1,0,2,1,2,0,0,2,8,18,0,2,0,1,1,0,0,6,4,2,2,6,0,17,0,13,67,1,4,1,0,0,3,0,0,2,1,2,0,5,0,0,0,3,9,5,1,1,8,7,0,10,8,0,4,0,0,1,14,14,0,6,1,6,1,5,5,21,1,2,21,9,116,11,2,1,0,33,5,81,3,7,6,36,0,4,20,1,1,1,10,1,2,4,0,0,20,0,12,4,2,5,0,3,1,0,4,1,0,15,0,4,1,2,24,4,1,0,0,1,12,10,14,62,0,2,7,6,10,6,6,2,0,4,0,2,1,3,3,10,0,11,4,8,0,2,10,1,1,0,2,3,3,5,0,0,2,8,1,1,23,3,10,0,1,0,3,67,1,0,0,11,0,54,2,4,0,0,7,0,12,2,6,0,2,4,0,0,0,3,0,0,24,0,7,0,2,1,1,0,2,0,4,1,1,1,2,16,1,0,1,2,1,4,0,1,0,1,2,4,0,0,1,5,0,2,2,18,0,1,1,3,0,6,2,1,1,3,0,12,9,0,0,0,1,3,0,1,2,0,0,3,0,0,1,4,0
6,1,1,1,0,7,2,10,5,1,0,0,1,45,2,0,1,44,8,1,0,2,2,10,1,22,1,10,1,4,9,3,0,6,16,10,0,1,19,6,6,0,0,1,0,3,1,0,2,9,16,0,4,0,1,4,0,0,3,4,0,2,7,1,6,0,13,78,0,1,0,0,0,2,0,2,1,2,4,0,0,1,0,0,2,11,3,0,1,8,10,0,4,11,1,8,1,2,2,18,13,0,13,0,3,1,2,3,25,3,2,34,9,116,12,2,0,2,24,9,54,48,10,5,40,0,4,26,4,3,0,5,14,1,3,0,4,16,2,25,5,2,8,0,6,3,1,6,1,1,17,0,7,3,1,10,2,0,0,1,2,16,23,19,46,0,5,4,2,14,6,7,5,0,6,0,1,1,6,2,12,0,7,9,15,0,5,10,2,1,0,5,5,8,10,0,0,1,6,1,1,33,6,7,0,1,0,6,85,3,3,3,17,1,62,1,2,0,0,9,1,9,1,6,0,1,4,1,0,2,4,0,0,21,2,10,0,0,1,0,1,1,0,2,1,0,0,1,10,1,0,0,3,1,7,1,1,0,0,3,1,0,0,2,6,0,1,2,24,0,0,1,3,1,7,1,1,1,2,0,10,6,0,0,0,1,6,0,2,0,2,0,4,0,0,0,17,0
21,2,2,0,0,0,5,21,18,0,3,5,0,2,1,0,3,98,5,0,1,9,1,10,0,44,1,5,1,0,1,4,3,11,65,0,0,0,53,4,14,0,0,4,0,2,1,0,12,3,0,0,0,0,2,9,0,0,0,0,1,20,0,10,11,1,4,3,0,0,0,0,0,1,0,6,2,6,0,0,8,0,0,0,0,31,0,1,2,0,29,0,2,14,7,60,0,3,0,1,3,2,34,4,15,8,0,0,12,0,2,16,2,9,2,1,0,1,2,22,4,48,3,0,1,0,2,39,0,3,0,6,0,1,4,2,1,0,0,1,4,12,1,3,0,4,1,3,0,1,0,1,8,12,9,10,0,3,0,0,5,1,144,8,71,0,12,2,2,3,2,20,2,3,3,0,6,1,4,0,0,0,0,0,23,0,2,10,2,0,0,8,4,12,1,0,0,0,11,6,0,4,20,3,0,0,0,0,317,14,15,17,4,6,132,0,2,1,0,32,1,4,1,10,0,0,6,0,0,4,32,0,0,4,2,1,0,2,1,0,0,0,1,1,2,2,0,14,0,1,0,4,1,0,24,5,1,1,3,4,8,0,0,16,1,0,1,0,1,0,1,0,0,1,4,0,2,1,0,0,20,12,5,0,0,0,14,0,0,0,0,0,17,0,0,0,64,0
20,2,2,0,0,0,16,11,16,10,4,4,1,2,0,0,5,39,3,1,0,5,9,15,2,24,0,23,1,7,7,5,3,5,36,2,0,0,106,8,34,3,0,13,0,2,9,2,3,22,3,1,1,0,0,2,1,0,2,2,9,19,0,3,12,1,9,31,0,1,1,0,0,1,0,6,0,6,14,1,8,0,0,1,0,31,0,0,9,0,15,0,6,16,7,73,0,1,7,3,4,2,5,1,21,3,2,1,2,3,2,18,14,49,16,0,2,5,2,20,12,14,6,0,5,1,6,39,1,6,0,14,0,2,21,0,10,2,0,4,3,14,4,1,3,4,6,0,0,4,4,0,6,10,11,29,2,4,1,1,14,12,148,9,54,0,14,4,7,6,8,12,20,1,3,0,2,0,10,1,1,0,3,2,32,5,4,33,7,0,0,12,6,24,4,1,2,0,12,12,0,17,9,12,0,1,0,3,202,8,18,18,13,3,96,0,1,0,0,16,2,9,1,9,1,2,4,0,0,2,30,0,0,9,5,5,1,2,1,0,0,0,1,1,4,3,1,8,1,1,1,0,2,0,8,1,2,0,4,1,15,0,0,12,1,0,1,1,2,0,1,2,0,0,6,0,2,1,0,0,12,10,0,1,0,0,9,1,0,0,0,1,6,1,0,0,48,0
26,0,4,0,0,0,6,10,17,3,0,4,0,12,1,0,5,38,7,8,1,2,1,27,0,30,0,14,0,6,2,4,3,9,56,0,1,0,60,13,14,1,0,4,0,0,4,0,10,5,1,0,0,0,2,3,0,0,1,0,6,16,0,2,2,0,0,1,0,0,0,0,0,1,0,11,0,7,2,0,6,1,0,3,0,30,0,2,8,2,18,0,0,15,9,60,0,1,0,6,4,0,18,5,17,8,1,0,1,0,1,5,2,5,21,2,4,4,1,32,8,0,5,0,0,0,3,53,0,3,0,8,2,0,12,0,10,0,0,0,0,14,0,1,5,1,0,3,0,0,0,0,12,8,8,7,0,1,0,3,14,1,98,9,36,0,18,0,11,0,13,8,2,0,4,0,1,0,17,0,1,0,0,1,52,6,1,28,2,12,0,27,10,16,1,0,2,0,15,11,0,5,3,14,0,1,0,2,322,11,7,12,6,3,132,0,4,0,0,28,7,16,0,9,0,2,8,0,0,4,31,0,0,11,5,4,1,0,1,0,1,9,2,2,6,2,0,15,0,2,1,2,4,2,18,1,2,0,3,2,11,0,0,7,3,0,1,0,3,0,0,1,0,1,6,0,3,1,0,0,13,8,0,0,0,0,10,0,0,1,0,0,11,0,0,0,49,1
16,2,2,1,0,3,11,3,2,3,3,2,0,0,1,0,3,20,4,2,1,6,2,25,0,10,1,28,0,3,10,9,5,5,55,12,0,0,72,10,20,1,0,2,0,0,3,7,9,18,4,0,0,0,10,1,0,0,9,1,13,16,0,4,10,1,6,8,0,0,0,0,0,4,0,6,4,8,4,3,23,0,0,0,1,12,1,0,16,1,20,1,8,14,2,37,0,1,2,8,5,9,5,0,12,2,0,1,4,1,3,8,9,10,15,2,1,2,1,26,13,2,5,0,11,0,7,32,0,7,0,29,30,2,11,0,3,1,0,6,4,7,3,3,1,2,1,33,0,8,13,1,4,3,6,15,7,1,0,2,7,5,97,10,24,0,12,2,28,9,13,6,4,1,1,0,1,1,7,1,4,0,1,4,18,4,4,21,2,2,0,7,8,11,4,0,0,2,26,13,0,30,3,23,0,1,0,1,249,2,3,10,11,0,71,1,1,0,0,22,2,13,1,4,1,0,22,0,0,8,12,0,0,6,9,4,0,3,0,0,1,1,1,1,2,3,1,12,1,1,0,0,2,4,6,0,0,1,3,2,18,0,0,11,1,0,0,0,3,1,0,1,2,0,5,0,0,1,0,0,7,4,4,0,0,0,3,0,0,0,0,0,11,0,0,0,34,0
14,4,12,2,0,1,4,4,5,3,1,1,1,1,0,0,2,12,4,1,0,3,2,48,1,10,0,19,1,2,6,5,1,11,42,6,0,0,79,8,18,0,4,8,0,1,1,14,8,13,3,0,1,2,6,1,1,0,2,1,5,13,0,2,18,1,3,4,0,1,0,0,0,1,0,4,4,6,3,4,38,0,0,0,0,15,1,1,25,3,13,1,11,22,2,44,0,0,2,9,3,16,1,3,13,1,1,6,4,2,1,18,4,8,28,1,2,2,2,16,8,6,4,1,17,0,4,18,2,12,0,43,0,7,6,0,2,2,1,17,6,11,8,1,4,2,1,1,0,17,10,0,2,2,4,23,2,1,0,3,4,6,89,9,16,0,14,4,57,4,7,1,6,2,1,0,2,1,10,1,2,0,3,1,6,2,9,11,5,1,2,2,1,8,8,0,0,20,23,14,0,38,4,19,0,0,0,1,213,1,5,9,18,2,37,1,1,0,0,24,1,13,0,5,1,2,43,0,0,8,14,0,0,8,6,4,1,6,0,0,0,1,0,0,4,2,0,9,4,3,0,1,3,5,13,0,2,1,4,7,18,0,0,11,3,0,1,1,0,0,0,2,2,0,6,0,2,1,0,0,2,1,12,2,0,0,4,0,0,1,0,0,8,0,0,0,39,0
17,5,12,1,2,0,9,4,2,2,1,2,1,0,0,0,3,10,4,1,1,11,3,32,1,8,0,16,1,4,4,6,8,5,43,1,0,0,99,11,24,1,7,14,0,1,2,10,10,24,2,0,1,3,1,1,0,2,2,1,15,20,0,6,5,4,4,1,0,1,0,0,0,1,0,6,3,5,3,3,40,0,0,1,0,19,1,0,28,2,28,1,6,21,3,62,0,0,2,2,7,12,1,3,17,0,1,0,0,0,0,3,6,1,10,2,1,4,2,25,19,0,1,0,3,0,4,9,0,2,0,20,1,5,10,0,4,0,0,2,3,14,3,1,4,5,1,6,0,13,3,0,5,5,5,20,1,3,0,1,10,1,128,6,14,0,16,4,26,2,4,4,8,3,2,0,1,0,10,0,2,0,1,0,4,2,4,18,6,0,1,0,6,8,2,0,1,10,21,21,1,8,1,14,1,0,0,2,209,0,10,16,7,4,17,1,1,0,0,23,4,6,1,7,0,4,22,0,0,3,10,0,0,10,8,2,0,8,0,1,0,1,1,2,2,5,1,13,0,2,1,2,4,4,14,0,0,2,4,10,25,0,0,21,1,0,1,1,0,1,0,3,0,0,3,1,1,1,0,0,2,3,13,1,0,0,5,0,0,0,0,1,9,0,0,0,32,1
8,4,4,1,0,0,6,0,5,2,1,0,2,15,0,0,6,2,6,1,0,7,3,45,1,1,1,40,2,0,17,6,0,49,23,3,0,0,65,5,19,0,14,6,0,1,2,6,8,8,0,2,30,2,16,0,4,0,6,2,1,12,13,5,15,0,12,24,0,0,0,0,0,10,0,16,9,6,3,2,16,0,0,1,1,16,0,1,12,4,18,1,12,3,0,32,0,1,4,6,10,10,1,3,14,1,1,5,16,0,0,31,14,54,8,2,1,3,5,7,43,0,1,0,39,0,9,3,15,25,0,12,0,3,14,0,3,5,2,5,12,6,15,0,4,4,0,1,0,8,5,1,2,2,1,31,4,2,0,4,16,4,67,2,1,0,12,1,16,15,11,7,4,1,0,0,2,3,7,1,9,0,29,1,8,2,3,6,3,3,1,0,3,7,18,0,0,10,26,16,4,60,32,15,0,0,0,2,80,5,3,12,24,5,4,0,3,0,1,6,2,9,1,3,0,1,18,0,0,10,22,0,0,23,10,0,1,3,0,1,0,0,0,0,1,2,0,16,3,1,1,1,1,6,5,1,2,1,9,4,7,0,0,5,2,1,0,1,0,1,1,1,0,0,2,1,2,1,1,0,11,0,24,0,0,0,4,0,0,0,0,1,3,0,0,0,22,1
5,1,2,0,4,2,0,2,2,3,0,0,1,25,0,2,3,1,4,4,0,5,2,66,1,0,0,20,2,1,18,7,2,34,23,8,0,0,48,4,12,0,21,5,0,0,1,17,4,14,0,0,14,0,14,10,3,1,1,5,1,6,9,4,16,0,15,25,0,0,0,0,0,11,0,4,3,2,8,1,37,0,0,0,0,11,0,0,35,8,20,2,10,0,3,19,0,0,2,9,6,21,0,1,6,1,4,12,6,0,0,17,16,34,6,7,3,1,18,3,30,0,3,1,70,0,6,0,13,20,1,10,0,13,4,0,1,8,1,7,4,6,17,0,10,1,2,1,1,22,15,0,6,2,2,22,3,0,0,5,11,2,46,6,2,0,8,0,32,10,7,11,10,0,0,0,0,2,14,1,6,0,25,3,8,0,7,6,1,2,1,2,2,9,17,0,0,23,8,16,3,65,31,9,0,0,0,1,53,5,2,8,40,0,3,0,4,0,0,6,3,12,1,5,2,2,24,0,0,10,23,0,0,33,9,1,0,7,0,0,0,1,0,0,3,1,1,9,3,2,1,2,1,11,3,6,3,0,4,1,11,0,0,7,7,0,1,2,0,0,2,1,3,0,5,1,1,0,1,0,14,0,56,1,0,0,1,0,0,0,0,0,1,0,0,0,16,1
9,6,2,2,0,1,11,0,1,6,1,0,1,13,1,0,4,0,5,2,0,7,3,55,2,0,1,27,4,2,18,4,1,46,18,9,0,0,61,4,17,0,11,2,0,1,4,7,4,6,0,2,8,0,15,1,5,1,7,3,6,11,8,3,28,0,11,10,0,0,0,0,0,15,0,12,4,4,6,5,30,0,0,1,1,18,0,1,18,3,11,1,18,3,2,28,0,1,10,9,6,14,1,2,12,0,0,10,9,2,0,18,22,16,5,6,0,2,9,8,35,0,1,0,45,0,10,3,9,22,1,10,0,8,19,0,4,1,3,3,8,8,24,0,6,10,1,1,0,11,10,1,6,4,3,50,5,1,0,4,18,2,53,1,1,0,10,0,38,7,12,6,9,1,0,0,1,2,12,2,6,0,34,0,5,3,9,16,8,5,0,0,2,13,13,0,0,18,20,10,3,49,27,21,0,1,0,5,57,3,2,9,24,4,3,2,2,0,0,7,2,8,2,3,0,1,36,1,0,10,25,0,0,26,7,0,0,5,0,0,0,1,0,0,4,1,0,11,3,1,1,1,2,8,4,0,1,0,7,2,13,0,0,6,2,0,2,1,0,1,3,1,1,0,2,0,2,0,1,0,8,0,65,4,0,0,1,0,0,1,2,1,2,0,1,0,17,0
6,4,11,2,1,1,9,0,2,4,1,2,1,0,1,0,4,4,6,2,0,6,2,13,2,2,1,11,1,3,15,2,3,100,16,5,0,0,59,6,11,0,4,6,0,1,3,1,7,6,1,4,68,0,7,1,3,0,3,2,9,21,1,4,7,2,15,37,0,0,1,0,0,5,0,7,0,7,3,2,12,0,0,0,3,14,0,0,8,1,21,0,6,8,2,57,0,0,0,4,2,8,1,1,10,0,2,4,1,0,5,24,8,56,4,4,2,5,3,5,6,0,1,0,13,0,1,8,17,8,0,14,14,6,11,0,5,4,0,20,2,14,1,0,6,5,2,7,2,4,9,0,9,3,5,28,3,1,0,1,11,5,117,4,6,0,18,4,9,33,5,5,2,2,1,0,2,1,7,1,2,0,14,0,4,4,4,10,9,0,0,2,6,15,5,0,0,7,11,34,1,23,15,6,1,1,0,2,64,18,3,9,13,9,16,1,4,0,0,5,1,5,1,14,0,0,6,1,0,6,22,0,0,23,18,1,0,1,1,0,0,2,0,1,0,2,0,22,1,1,1,1,2,8,6,0,4,1,4,2,14,0,0,11,2,0,0,0,3,0,0,2,1,0,2,1,2,0,0,0,7,1,71,2,0,0,1,0,0,0,0,0,2,0,0,0,23,2
9,2,9,1,1,1,7,1,2,3,1,0,1,0,1,0,2,3,6,4,0,5,6,14,1,1,1,13,0,1,14,3,3,97,15,6,0,0,65,3,23,1,5,3,0,0,4,1,8,3,1,1,68,0,8,1,3,1,3,1,6,13,2,1,7,2,12,47,0,0,0,0,0,5,0,9,3,2,4,6,11,0,0,2,2,4,0,0,9,2,18,0,3,10,4,36,0,1,2,6,2,17,0,1,15,2,5,4,1,0,1,27,8,66,4,1,2,4,4,5,10,2,1,0,23,1,4,5,16,14,0,16,1,7,10,0,4,7,1,34,3,5,10,1,5,3,2,1,0,5,6,0,11,3,2,17,2,2,0,0,8,9,42,2,2,0,16,3,11,32,4,5,10,2,0,0,2,2,9,1,1,0,2,0,4,2,7,8,4,1,1,1,6,18,8,1,0,7,15,34,1,21,7,9,0,1,0,1,49,24,8,18,12,13,11,2,4,0,0,4,2,6,1,10,0,0,4,0,0,9,16,0,0,23,10,0,1,2,1,1,0,1,0,1,1,2,0,28,2,3,0,2,1,1,6,0,3,2,2,4,10,0,0,6,2,0,0,2,0,0,1,4,3,0,4,0,2,2,1,0,4,0,50,1,0,0,0,0,0,0,0,0,2,0,0,0,8,1
4,2,9,2,0,1,4,2,2,3,0,0,1,0,1,0,4,0,7,2,0,6,1,20,2,0,1,16,5,1,7,9,3,73,20,4,0,0,44,8,17,1,7,8,0,0,4,1,6,4,0,0,85,1,13,1,0,0,4,1,5,10,3,4,12,1,14,48,0,0,0,0,0,5,0,7,3,0,4,2,16,0,0,1,1,16,0,2,11,2,22,0,9,5,3,22,1,1,1,5,2,11,0,1,13,3,1,2,4,0,2,30,10,92,2,5,1,2,2,3,11,0,0,0,30,0,2,6,46,14,1,23,0,5,10,0,2,4,1,26,7,8,4,0,2,7,1,0,2,5,9,0,15,1,0,26,3,1,0,2,8,8,52,1,1,0,16,4,8,49,4,5,6,1,1,0,1,1,6,2,7,0,6,1,0,2,4,14,4,1,1,0,6,14,7,0,0,8,16,31,2,39,11,8,0,0,0,3,49,8,6,10,15,9,8,2,2,0,0,6,2,3,1,4,0,2,6,0,0,10,25,0,0,22,17,1,0,2,0,0,0,0,0,1,1,2,0,16,3,1,0,0,3,1,9,1,2,1,3,3,14,0,0,9,3,0,0,0,0,0,1,1,1,0,2,0,1,1,2,0,13,1,58,0,0,0,2,0,0,0,1,0,4,0,0,1,17,1
